"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"14/01/2022";"0400";"16,7";"17,3";"16,7";"86,0";"86,0";"85,0";"14,3";"14,8";"14,3";"865,1";"865,3";"865,0";"0,6";"355,0";"4,5";"";"0,0"
"14/01/2022";"0500";"16,3";"16,9";"15,8";"90,0";"90,0";"86,0";"14,6";"14,7";"14,1";"864,8";"865,1";"864,7";"0,4";"12,0";"2,6";"";"0,0"
"14/01/2022";"0600";"16,6";"17,2";"16,2";"83,0";"90,0";"79,0";"13,7";"14,7";"13,4";"864,7";"864,8";"864,6";"1,1";"353,0";"4,8";"";"0,0"
"14/01/2022";"0700";"16,4";"16,6";"16,3";"88,0";"88,0";"83,0";"14,4";"14,5";"13,7";"864,7";"864,7";"864,6";"0,9";"352,0";"3,8";"";"0,0"
"14/01/2022";"0800";"16,6";"16,6";"16,4";"87,0";"88,0";"87,0";"14,4";"14,5";"14,4";"865,0";"865,0";"864,6";"0,5";"54,0";"3,8";"";"0,0"
"14/01/2022";"0900";"17,4";"17,4";"16,6";"81,0";"87,0";"81,0";"14,2";"14,4";"14,1";"865,6";"865,6";"865,0";"0,5";"291,0";"2,5";"19,00";"0,0"
"14/01/2022";"1000";"18,7";"18,7";"17,4";"73,0";"81,0";"73,0";"13,7";"14,1";"13,6";"866,3";"866,3";"865,6";"0,5";"348,0";"3,3";"239,70";"0,0"
"14/01/2022";"1100";"19,1";"19,2";"18,7";"73,0";"74,0";"70,0";"14,1";"14,4";"13,5";"867,0";"867,0";"866,3";"1,0";"329,0";"3,5";"687,60";"0,0"
"14/01/2022";"1200";"20,4";"20,5";"19,1";"70,0";"75,0";"70,0";"14,8";"15,2";"13,9";"867,4";"867,5";"867,0";"1,2";"333,0";"5,8";"1106,60";"0,0"
"14/01/2022";"1300";"21,0";"21,2";"20,3";"71,0";"72,0";"68,0";"15,5";"15,7";"14,8";"867,7";"867,7";"867,4";"2,2";"315,0";"5,2";"1673,20";"0,0"
"14/01/2022";"1400";"22,2";"22,3";"20,7";"71,0";"74,0";"70,0";"16,6";"17,1";"15,2";"867,7";"867,8";"867,7";"2,1";"296,0";"5,2";"1957,10";"0,0"
"14/01/2022";"1500";"23,4";"23,4";"21,9";"67,0";"71,0";"66,0";"16,9";"16,9";"15,8";"867,0";"867,7";"867,0";"2,1";"311,0";"5,8";"2403,30";"0,0"
"14/01/2022";"1600";"23,2";"24,9";"23,0";"61,0";"67,0";"60,0";"15,3";"17,5";"15,2";"866,7";"867,0";"866,6";"2,0";"291,0";"6,4";"3151,40";"0,0"
"14/01/2022";"1700";"22,8";"23,3";"19,7";"69,0";"85,0";"61,0";"16,8";"18,6";"15,6";"866,0";"866,7";"866,0";"0,6";"248,0";"4,8";"1140,50";"0,4"
"14/01/2022";"1800";"17,0";"23,5";"17,0";"86,0";"86,0";"65,0";"14,6";"17,8";"13,7";"866,4";"866,6";"865,8";"0,8";"327,0";"7,7";"758,00";"1,0"
"14/01/2022";"1900";"17,5";"17,7";"16,7";"92,0";"93,0";"86,0";"16,2";"16,5";"14,7";"866,1";"866,4";"866,1";"0,2";"329,0";"2,4";"107,40";"1,8"
"14/01/2022";"2000";"17,7";"17,9";"17,3";"96,0";"96,0";"92,0";"17,1";"17,1";"16,2";"865,2";"866,2";"865,2";"0,8";"315,0";"2,0";"139,10";"1,0"
"14/01/2022";"2100";"18,4";"18,4";"17,7";"94,0";"96,0";"94,0";"17,5";"17,6";"17,1";"865,5";"865,5";"865,0";"0,1";"256,0";"2,7";"244,60";"0,2"
"14/01/2022";"2200";"18,4";"18,7";"18,3";"95,0";"95,0";"93,0";"17,5";"17,6";"17,4";"866,3";"866,3";"865,5";"0,2";"136,0";"1,9";"101,80";"0,0"
"14/01/2022";"2300";"18,2";"18,6";"18,2";"94,0";"95,0";"93,0";"17,3";"17,7";"17,2";"866,8";"866,8";"866,2";"0,1";"359,0";"1,3";"2,90";"0,0"
"15/01/2022";"0000";"18,2";"18,4";"18,1";"95,0";"95,0";"94,0";"17,4";"17,6";"17,3";"867,2";"867,3";"866,8";"0,1";"343,0";"2,2";"";"0,0"
"15/01/2022";"0100";"17,8";"18,2";"17,8";"92,0";"95,0";"92,0";"16,6";"17,4";"16,6";"867,7";"867,8";"867,2";"0,4";"346,0";"3,3";"";"0,0"
"15/01/2022";"0200";"17,6";"17,9";"17,5";"94,0";"94,0";"92,0";"16,7";"16,8";"16,5";"867,3";"867,7";"867,2";"0,5";"317,0";"3,4";"";"0,0"
"15/01/2022";"0300";"17,5";"17,6";"17,4";"92,0";"94,0";"92,0";"16,2";"16,7";"16,2";"866,9";"867,3";"866,9";"0,4";"39,0";"2,4";"";"0,2"
"15/01/2022";"0400";"17,5";"17,8";"17,4";"92,0";"92,0";"90,0";"16,2";"16,3";"16,0";"866,3";"866,9";"866,2";"0,8";"341,0";"4,3";"";"0,0"
"15/01/2022";"0500";"17,0";"17,5";"17,0";"94,0";"94,0";"92,0";"15,9";"16,2";"15,8";"865,6";"866,3";"865,6";"0,2";"235,0";"3,2";"";"0,0"
"15/01/2022";"0600";"17,0";"17,1";"16,8";"92,0";"94,0";"92,0";"15,8";"16,1";"15,7";"865,0";"865,6";"865,0";"0,4";"301,0";"2,1";"";"0,0"
"15/01/2022";"0700";"16,2";"17,0";"16,2";"92,0";"92,0";"90,0";"15,0";"15,7";"15,0";"864,8";"865,0";"864,8";"0,0";"276,0";"2,1";"";"0,0"
"15/01/2022";"0800";"15,9";"16,9";"15,9";"92,0";"94,0";"90,0";"14,7";"15,4";"14,6";"865,0";"865,0";"864,7";"0,6";"319,0";"1,7";"";"0,0"
"15/01/2022";"0900";"16,7";"16,7";"15,9";"89,0";"93,0";"89,0";"14,9";"15,1";"14,7";"865,5";"865,5";"864,9";"1,6";"319,0";"3,4";"28,10";"0,0"
"15/01/2022";"1000";"18,1";"18,1";"16,5";"84,0";"90,0";"84,0";"15,4";"15,6";"14,8";"865,8";"865,8";"865,4";"1,7";"329,0";"3,4";"543,90";"0,0"
"15/01/2022";"1100";"20,0";"20,0";"18,1";"78,0";"85,0";"78,0";"16,1";"16,4";"15,4";"866,4";"866,4";"865,7";"1,7";"310,0";"3,1";"1485,80";"0,0"
"15/01/2022";"1200";"20,9";"22,2";"20,0";"75,0";"78,0";"71,0";"16,3";"17,2";"15,9";"866,7";"866,7";"866,4";"2,0";"295,0";"4,9";"2318,00";"0,0"
"15/01/2022";"1300";"22,8";"22,8";"20,7";"73,0";"79,0";"71,0";"17,7";"17,7";"16,5";"866,7";"866,8";"866,6";"2,5";"266,0";"5,5";"1488,60";"0,0"
"15/01/2022";"1400";"23,5";"24,3";"22,5";"69,0";"73,0";"67,0";"17,4";"18,4";"16,7";"866,4";"866,8";"866,4";"2,7";"282,0";"6,8";"2387,80";"0,0"
"15/01/2022";"1500";"23,9";"24,6";"23,2";"65,0";"70,0";"63,0";"16,9";"18,3";"16,4";"866,0";"866,5";"866,0";"2,3";"247,0";"6,0";"3203,90";"0,0"
"15/01/2022";"1600";"20,4";"24,3";"18,5";"90,0";"92,0";"64,0";"18,7";"18,7";"16,4";"864,6";"866,0";"864,6";"0,8";"344,0";"6,7";"862,20";"4,8"
"15/01/2022";"1700";"21,7";"21,7";"19,4";"83,0";"93,0";"82,0";"18,7";"19,8";"17,9";"864,2";"865,1";"864,1";"0,7";"344,0";"3,4";"1652,10";"0,2"
"15/01/2022";"1800";"16,8";"22,0";"16,8";"96,0";"96,0";"81,0";"16,1";"19,3";"16,1";"864,7";"864,9";"864,0";"1,2";"321,0";"7,5";"276,00";"10,2"
"15/01/2022";"1900";"17,5";"17,5";"16,8";"96,0";"96,0";"94,0";"16,7";"16,7";"16,1";"864,5";"865,2";"864,5";"2,0";"94,0";"3,4";"72,40";"3,0"
"15/01/2022";"2000";"18,1";"18,1";"17,3";"94,0";"96,0";"93,0";"17,1";"17,1";"16,6";"864,1";"864,6";"864,1";"0,7";"104,0";"3,5";"199,80";"1,0"
"15/01/2022";"2100";"17,8";"18,4";"17,8";"96,0";"96,0";"92,0";"17,1";"17,2";"16,9";"863,3";"864,2";"863,2";"0,6";"340,0";"2,6";"336,30";"0,0"
"15/01/2022";"2200";"17,9";"18,0";"17,7";"94,0";"96,0";"94,0";"16,9";"17,1";"16,9";"862,8";"863,3";"862,7";"0,3";"351,0";"2,5";"107,70";"0,0"
"15/01/2022";"2300";"18,2";"18,4";"17,6";"89,0";"95,0";"89,0";"16,3";"17,1";"16,3";"863,1";"863,1";"862,7";"0,2";"16,0";"3,8";"3,70";"0,0"
"16/01/2022";"0000";"17,9";"18,3";"17,6";"88,0";"90,0";"88,0";"15,9";"16,4";"15,9";"863,8";"863,8";"863,1";"0,5";"336,0";"2,0";"";"0,0"
"16/01/2022";"0100";"16,8";"17,9";"16,8";"92,0";"92,0";"86,0";"15,5";"15,9";"15,2";"864,0";"864,2";"863,8";"1,1";"353,0";"4,2";"";"0,0"
"16/01/2022";"0200";"16,5";"16,8";"16,4";"96,0";"96,0";"92,0";"15,8";"15,8";"15,5";"863,9";"864,3";"863,9";"1,1";"334,0";"4,2";"";"0,0"
"16/01/2022";"0300";"16,5";"16,5";"16,4";"96,0";"96,0";"96,0";"15,9";"15,9";"15,7";"863,2";"863,9";"863,2";"1,1";"325,0";"3,7";"";"0,0"
"16/01/2022";"0400";"16,5";"16,8";"16,4";"96,0";"97,0";"96,0";"15,9";"16,2";"15,7";"862,5";"863,3";"862,5";"0,7";"334,0";"3,7";"";"0,0"
"16/01/2022";"0500";"16,8";"16,8";"16,4";"96,0";"96,0";"96,0";"16,2";"16,2";"15,8";"861,8";"862,5";"861,8";"0,9";"336,0";"3,6";"";"0,0"
"16/01/2022";"0600";"16,2";"16,8";"16,1";"95,0";"96,0";"94,0";"15,3";"16,2";"15,2";"861,1";"861,9";"861,1";"1,1";"323,0";"3,4";"";"0,0"
"16/01/2022";"0700";"16,7";"16,9";"16,2";"89,0";"95,0";"89,0";"14,9";"15,6";"14,8";"861,0";"861,1";"860,6";"1,5";"328,0";"2,9";"";"0,0"
"16/01/2022";"0800";"16,5";"16,9";"16,3";"91,0";"92,0";"89,0";"15,1";"15,4";"14,7";"861,0";"861,1";"860,9";"1,0";"335,0";"3,2";"";"0,0"
"16/01/2022";"0900";"17,1";"17,2";"16,4";"89,0";"92,0";"89,0";"15,3";"15,4";"15,0";"861,4";"861,4";"860,9";"1,3";"325,0";"2,5";"21,90";"0,0"
"16/01/2022";"1000";"18,1";"18,3";"17,1";"86,0";"89,0";"86,0";"15,8";"16,0";"15,2";"861,9";"861,9";"861,3";"1,5";"327,0";"2,6";"308,50";"0,0"
"16/01/2022";"1100";"19,2";"19,3";"18,1";"83,0";"87,0";"82,0";"16,1";"16,4";"15,8";"862,1";"862,1";"861,8";"1,5";"326,0";"3,1";"902,80";"0,0"
"16/01/2022";"1200";"21,9";"21,9";"19,2";"77,0";"83,0";"75,0";"17,6";"17,7";"16,1";"862,4";"862,4";"862,1";"1,9";"307,0";"5,0";"1813,10";"0,0"
"16/01/2022";"1300";"23,8";"23,8";"21,5";"75,0";"78,0";"72,0";"19,0";"19,0";"16,9";"862,6";"862,6";"862,4";"2,4";"297,0";"6,9";"2952,30";"0,0"
"16/01/2022";"1400";"23,7";"24,9";"23,2";"71,0";"75,0";"67,0";"18,1";"19,6";"18,0";"862,0";"862,6";"862,0";"2,2";"296,0";"6,7";"2764,30";"0,0"
"16/01/2022";"1500";"23,6";"25,2";"22,7";"73,0";"80,0";"67,0";"18,4";"19,3";"17,8";"861,6";"862,2";"861,6";"1,8";"257,0";"5,2";"1303,60";"0,0"
"16/01/2022";"1600";"20,4";"23,9";"20,4";"86,0";"86,0";"69,0";"18,1";"18,7";"17,8";"861,1";"861,9";"861,1";"1,5";"356,0";"4,6";"420,70";"0,2"
"16/01/2022";"1700";"19,1";"21,6";"19,1";"92,0";"92,0";"78,0";"17,8";"18,3";"17,0";"860,9";"861,2";"860,6";"1,1";"341,0";"4,7";"212,40";"1,6"
"16/01/2022";"1800";"20,8";"20,8";"18,9";"84,0";"93,0";"84,0";"17,9";"18,2";"17,4";"859,8";"861,1";"859,8";"2,0";"230,0";"4,9";"148,90";"9,6"
"16/01/2022";"1900";"21,0";"21,5";"20,2";"85,0";"88,0";"77,0";"18,4";"18,7";"17,2";"859,5";"859,9";"859,5";"1,7";"96,0";"4,9";"554,90";"0,2"
"16/01/2022";"2000";"22,4";"22,4";"20,9";"80,0";"86,0";"77,0";"18,8";"18,9";"18,2";"859,2";"859,5";"859,2";"1,6";"78,0";"3,3";"877,40";"0,0"
"16/01/2022";"2100";"22,6";"23,0";"22,4";"81,0";"81,0";"74,0";"19,1";"19,1";"18,2";"858,8";"859,2";"858,6";"0,2";"127,0";"3,1";"705,40";"0,0"
"16/01/2022";"2200";"20,7";"22,9";"20,7";"88,0";"88,0";"69,0";"18,6";"18,8";"17,0";"860,4";"860,4";"858,5";"1,4";"318,0";"3,7";"182,40";"0,0"
"16/01/2022";"2300";"19,7";"20,8";"19,6";"87,0";"90,0";"85,0";"17,5";"18,9";"17,5";"860,8";"861,0";"860,4";"0,7";"340,0";"4,4";"0,50";"0,0"
"17/01/2022";"0000";"20,0";"20,0";"19,6";"86,0";"88,0";"86,0";"17,7";"17,9";"17,4";"860,7";"860,8";"860,5";"3,2";"25,0";"5,9";"";"0,0"
"17/01/2022";"0100";"19,1";"20,0";"19,1";"91,0";"91,0";"86,0";"17,6";"17,7";"17,4";"862,2";"862,2";"860,7";"2,1";"301,0";"6,2";"";"0,0"
"17/01/2022";"0200";"18,3";"19,2";"18,2";"96,0";"96,0";"91,0";"17,6";"17,6";"17,3";"862,7";"862,7";"862,2";"0,8";"316,0";"4,8";"";"1,0"
"17/01/2022";"0300";"18,3";"18,3";"18,1";"94,0";"96,0";"94,0";"17,4";"17,6";"17,3";"862,7";"862,9";"862,6";"2,3";"48,0";"3,3";"";"2,4"
"17/01/2022";"0400";"18,4";"18,4";"18,2";"92,0";"94,0";"92,0";"17,1";"17,4";"16,9";"861,9";"862,8";"861,9";"2,8";"38,0";"4,7";"";"1,2"
"17/01/2022";"0500";"17,9";"18,7";"17,4";"90,0";"94,0";"89,0";"16,2";"17,2";"16,2";"861,5";"862,1";"861,4";"2,7";"70,0";"4,9";"";"2,0"
"17/01/2022";"0600";"16,4";"17,9";"16,4";"97,0";"97,0";"90,0";"15,8";"17,0";"15,8";"860,9";"862,1";"860,9";"2,2";"130,0";"4,8";"";"1,4"
"17/01/2022";"0700";"17,0";"17,0";"16,3";"92,0";"97,0";"92,0";"15,6";"16,1";"15,6";"860,4";"861,0";"860,4";"2,4";"87,0";"4,0";"";"0,0"
"17/01/2022";"0800";"17,9";"18,4";"16,6";"79,0";"92,0";"78,0";"14,3";"15,6";"14,3";"859,9";"860,4";"859,9";"2,2";"62,0";"3,8";"";"0,0"
"17/01/2022";"0900";"18,9";"19,8";"17,9";"69,0";"79,0";"67,0";"13,1";"14,3";"13,1";"860,0";"860,0";"859,8";"0,2";"331,0";"3,4";"10,20";"0,0"
"17/01/2022";"1000";"21,8";"21,8";"18,9";"61,0";"69,0";"58,0";"14,0";"14,0";"13,0";"860,0";"860,2";"859,9";"0,3";"334,0";"1,6";"505,20";"0,0"
"17/01/2022";"1100";"21,4";"22,4";"20,5";"71,0";"76,0";"60,0";"15,8";"16,5";"13,8";"861,0";"861,0";"860,0";"0,8";"356,0";"3,5";"1379,60";"0,0"
"17/01/2022";"1200";"22,2";"22,3";"21,1";"75,0";"80,0";"69,0";"17,6";"18,1";"15,4";"861,3";"861,3";"861,0";"1,1";"327,0";"3,8";"2299,20";"0,0"
"17/01/2022";"1300";"22,7";"22,8";"21,4";"73,0";"79,0";"73,0";"17,5";"18,4";"17,1";"861,6";"861,8";"861,3";"1,7";"325,0";"4,4";"2753,50";"0,0"
"17/01/2022";"1400";"23,8";"23,9";"22,4";"72,0";"76,0";"68,0";"18,5";"18,6";"16,9";"861,5";"861,7";"861,5";"1,9";"331,0";"5,3";"2858,20";"0,0"
"17/01/2022";"1500";"25,0";"25,4";"23,5";"63,0";"75,0";"60,0";"17,5";"19,4";"17,0";"861,4";"861,6";"861,4";"1,8";"308,0";"4,9";"3193,00";"0,0"
"17/01/2022";"1600";"25,1";"26,1";"24,4";"61,0";"66,0";"58,0";"17,2";"18,3";"16,1";"861,1";"861,5";"861,1";"1,9";"301,0";"6,5";"3707,30";"0,0"
"17/01/2022";"1700";"26,4";"26,7";"25,1";"60,0";"65,0";"59,0";"17,9";"19,2";"16,8";"860,6";"861,1";"860,5";"2,8";"302,0";"6,0";"3552,30";"0,0"
"17/01/2022";"1800";"25,8";"26,9";"25,5";"61,0";"64,0";"55,0";"17,7";"19,0";"16,9";"859,9";"860,6";"859,8";"3,1";"292,0";"7,5";"3548,40";"0,0"
"17/01/2022";"1900";"21,6";"25,8";"19,8";"80,0";"83,0";"61,0";"18,0";"18,1";"14,6";"859,1";"860,3";"859,1";"1,4";"255,0";"8,0";"516,50";"1,6"
"17/01/2022";"2000";"21,0";"26,0";"21,0";"79,0";"80,0";"55,0";"17,2";"19,1";"16,3";"859,8";"859,8";"859,1";"2,7";"124,0";"7,0";"1556,50";"0,0"
"17/01/2022";"2100";"17,6";"20,9";"17,6";"94,0";"94,0";"79,0";"16,5";"17,3";"16,5";"860,7";"860,9";"859,7";"3,7";"154,0";"7,8";"64,10";"5,0"
"17/01/2022";"2200";"17,3";"17,8";"17,1";"92,0";"94,0";"91,0";"16,0";"16,6";"15,8";"862,0";"862,5";"860,7";"3,2";"90,0";"7,6";"3,20";"10,8"
"17/01/2022";"2300";"17,0";"17,4";"16,8";"92,0";"94,0";"91,0";"15,8";"16,1";"15,8";"862,2";"862,2";"861,2";"2,5";"160,0";"5,9";"";"2,2"
"18/01/2022";"0000";"17,1";"17,4";"16,7";"89,0";"94,0";"88,0";"15,2";"15,8";"15,2";"863,4";"863,4";"862,2";"1,4";"163,0";"4,5";"";"0,6"
"18/01/2022";"0100";"16,8";"17,3";"16,6";"89,0";"93,0";"88,0";"15,0";"15,7";"15,0";"863,5";"863,5";"863,3";"0,4";"49,0";"2,2";"";"0,6"
"18/01/2022";"0200";"16,9";"17,7";"16,6";"87,0";"91,0";"82,0";"14,7";"15,2";"14,3";"863,1";"863,6";"863,1";"1,4";"138,0";"3,5";"";"0,0"
"18/01/2022";"0300";"17,3";"18,5";"16,7";"83,0";"88,0";"75,0";"14,3";"15,0";"13,8";"862,9";"863,3";"862,8";"0,9";"322,0";"3,6";"";"0,2"
"18/01/2022";"0400";"16,1";"18,3";"16,1";"93,0";"94,0";"78,0";"15,0";"15,2";"14,3";"862,9";"863,7";"862,8";"2,5";"145,0";"8,4";"";"0,0"
"18/01/2022";"0500";"15,9";"16,2";"15,8";"96,0";"97,0";"93,0";"15,3";"15,5";"14,9";"862,3";"862,9";"862,1";"0,8";"13,0";"4,6";"";"0,0"
"18/01/2022";"0600";"16,5";"17,3";"15,9";"88,0";"96,0";"86,0";"14,5";"15,6";"14,3";"861,4";"862,3";"861,4";"1,3";"21,0";"2,6";"";"0,0"
"18/01/2022";"0700";"16,2";"17,9";"16,1";"90,0";"90,0";"80,0";"14,5";"14,9";"14,0";"861,7";"861,7";"861,4";"1,6";"324,0";"3,0";"";"0,0"
"18/01/2022";"0800";"17,8";"18,4";"15,9";"78,0";"91,0";"77,0";"13,9";"15,0";"13,9";"861,5";"861,7";"861,2";"0,3";"298,0";"3,5";"";"0,0"
"18/01/2022";"0900";"18,5";"18,8";"17,6";"74,0";"79,0";"73,0";"13,9";"14,0";"13,7";"862,3";"862,3";"861,5";"1,3";"310,0";"2,9";"17,20";"0,0"
"18/01/2022";"1000";"18,8";"18,9";"18,0";"76,0";"79,0";"74,0";"14,4";"14,6";"13,9";"863,1";"863,1";"862,3";"1,3";"320,0";"2,6";"189,70";"0,0"
"18/01/2022";"1100";"19,6";"19,6";"18,8";"75,0";"76,0";"71,0";"15,1";"15,1";"14,0";"863,8";"863,8";"863,1";"1,0";"323,0";"3,0";"382,90";"0,0"
"18/01/2022";"1200";"19,9";"20,0";"19,6";"72,0";"77,0";"70,0";"14,7";"15,5";"14,5";"864,7";"864,7";"863,8";"1,0";"319,0";"2,2";"423,30";"0,0"
"18/01/2022";"1300";"19,7";"20,0";"19,1";"76,0";"84,0";"71,0";"15,4";"16,5";"14,6";"865,1";"865,2";"864,7";"1,2";"330,0";"2,4";"426,00";"0,0"
"18/01/2022";"1400";"20,3";"20,4";"19,7";"75,0";"79,0";"73,0";"15,8";"15,9";"15,0";"865,1";"865,2";"865,0";"1,3";"329,0";"2,5";"548,50";"0,0"
"18/01/2022";"1500";"21,6";"21,6";"20,3";"74,0";"80,0";"72,0";"16,8";"16,9";"15,9";"865,3";"865,3";"865,1";"1,3";"320,0";"3,1";"944,10";"0,0"
"18/01/2022";"1600";"23,9";"24,1";"21,4";"63,0";"76,0";"62,0";"16,4";"18,1";"16,0";"865,0";"865,3";"865,0";"1,5";"308,0";"3,8";"2681,00";"0,0"
"18/01/2022";"1700";"23,6";"24,1";"23,6";"66,0";"68,0";"59,0";"16,9";"17,4";"15,4";"864,8";"865,0";"864,7";"1,7";"225,0";"3,8";"1520,80";"0,0"
"18/01/2022";"1800";"23,7";"24,6";"23,6";"63,0";"67,0";"59,0";"16,3";"17,4";"15,6";"864,5";"864,8";"864,5";"2,4";"204,0";"4,5";"1707,90";"0,0"
"18/01/2022";"1900";"23,3";"23,9";"23,1";"64,0";"69,0";"62,0";"16,2";"17,5";"15,6";"864,1";"864,6";"864,1";"2,6";"157,0";"5,2";"1649,60";"0,0"
"18/01/2022";"2000";"23,1";"24,5";"23,1";"64,0";"66,0";"61,0";"16,0";"17,2";"15,5";"864,2";"864,2";"863,7";"2,1";"147,0";"5,7";"1691,70";"0,0"
"18/01/2022";"2100";"22,4";"23,1";"22,3";"69,0";"70,0";"64,0";"16,5";"16,7";"15,7";"864,4";"864,5";"864,2";"1,7";"136,0";"4,1";"233,90";"0,0"
"18/01/2022";"2200";"21,2";"22,4";"21,2";"73,0";"76,0";"69,0";"16,2";"17,3";"16,2";"864,9";"864,9";"864,2";"1,3";"146,0";"3,6";"149,70";"0,0"
"18/01/2022";"2300";"20,5";"21,2";"20,5";"74,0";"74,0";"72,0";"15,6";"16,2";"15,5";"865,0";"865,1";"864,9";"0,9";"135,0";"2,4";"";"0,0"
"19/01/2022";"0000";"20,0";"20,6";"20,0";"75,0";"75,0";"72,0";"15,5";"15,8";"15,3";"865,6";"865,6";"865,0";"0,9";"129,0";"3,3";"";"0,0"
"19/01/2022";"0100";"20,2";"20,5";"19,9";"70,0";"76,0";"68,0";"14,6";"15,5";"14,4";"866,2";"866,2";"865,6";"1,2";"90,0";"2,2";"";"0,0"
"19/01/2022";"0200";"19,5";"20,7";"19,5";"70,0";"70,0";"65,0";"13,8";"14,6";"13,8";"866,0";"866,3";"866,0";"0,8";"15,0";"1,9";"";"0,0"
"19/01/2022";"0300";"19,3";"20,1";"19,2";"69,0";"71,0";"67,0";"13,5";"14,0";"13,5";"865,6";"866,0";"865,5";"0,2";"32,0";"1,4";"";"0,0"
"19/01/2022";"0400";"17,9";"19,7";"17,9";"75,0";"75,0";"67,0";"13,4";"13,8";"13,3";"864,7";"865,6";"864,7";"1,3";"122,0";"2,6";"";"0,0"
"19/01/2022";"0500";"17,9";"18,6";"17,7";"77,0";"77,0";"73,0";"13,8";"13,8";"13,4";"864,1";"864,7";"864,1";"2,6";"90,0";"4,2";"";"0,0"
"19/01/2022";"0600";"18,3";"18,6";"17,9";"74,0";"77,0";"73,0";"13,6";"13,9";"13,4";"864,2";"864,2";"864,1";"1,3";"92,0";"4,2";"";"0,0"
"19/01/2022";"0700";"19,4";"19,4";"18,3";"68,0";"74,0";"68,0";"13,3";"13,7";"13,3";"864,5";"864,6";"864,2";"1,9";"71,0";"3,8";"";"0,0"
"19/01/2022";"0800";"19,6";"19,8";"19,2";"66,0";"68,0";"65,0";"13,1";"13,3";"13,0";"864,3";"864,5";"864,3";"2,2";"37,0";"3,8";"";"0,0"
"19/01/2022";"0900";"17,6";"19,6";"17,6";"77,0";"77,0";"66,0";"13,6";"13,6";"13,0";"864,6";"864,6";"864,3";"2,5";"17,0";"4,9";"22,50";"0,0"
"19/01/2022";"1000";"17,6";"17,6";"17,2";"85,0";"87,0";"77,0";"15,2";"15,3";"13,6";"865,4";"865,4";"864,6";"0,7";"318,0";"4,5";"530,80";"0,0"
"19/01/2022";"1100";"19,8";"20,0";"17,7";"80,0";"86,0";"78,0";"16,2";"16,3";"15,2";"865,7";"865,7";"865,4";"1,2";"358,0";"3,7";"1411,80";"0,0"
"19/01/2022";"1200";"21,3";"21,8";"19,9";"74,0";"80,0";"74,0";"16,5";"17,5";"16,0";"865,8";"865,8";"865,7";"1,5";"348,0";"5,1";"2233,10";"0,0"
"19/01/2022";"1300";"22,5";"23,1";"21,2";"72,0";"77,0";"70,0";"17,1";"17,8";"16,6";"866,1";"866,1";"865,8";"1,9";"309,0";"6,6";"2954,80";"0,0"
"19/01/2022";"1400";"23,9";"24,7";"22,3";"68,0";"74,0";"64,0";"17,7";"18,7";"16,7";"866,1";"866,3";"866,0";"1,9";"315,0";"4,7";"3532,90";"0,0"
"19/01/2022";"1500";"25,2";"25,3";"23,8";"65,0";"68,0";"60,0";"18,2";"18,2";"16,3";"865,8";"866,1";"865,8";"1,4";"339,0";"4,5";"3877,80";"0,0"
"19/01/2022";"1600";"26,7";"26,7";"25,2";"51,0";"65,0";"48,0";"15,6";"17,8";"14,4";"865,8";"865,8";"865,7";"1,6";"322,0";"3,6";"4062,60";"0,0"
"19/01/2022";"1700";"27,8";"27,9";"26,2";"45,0";"53,0";"44,0";"14,7";"16,7";"14,0";"865,1";"865,8";"865,1";"2,1";"257,0";"4,2";"4067,60";"0,0"
"19/01/2022";"1800";"24,4";"28,3";"24,4";"57,0";"57,0";"43,0";"15,4";"17,7";"14,0";"864,8";"865,1";"864,4";"2,3";"44,0";"5,5";"3488,50";"0,0"
"19/01/2022";"1900";"17,1";"24,3";"16,5";"93,0";"96,0";"58,0";"16,0";"17,4";"15,1";"865,5";"866,0";"864,8";"2,0";"156,0";"8,9";"85,70";"14,2"
"19/01/2022";"2000";"17,8";"18,0";"17,1";"89,0";"94,0";"88,0";"15,9";"16,7";"15,9";"865,2";"865,5";"864,7";"2,2";"40,0";"5,2";"55,10";"0,8"
"19/01/2022";"2100";"18,5";"19,0";"17,8";"89,0";"90,0";"80,0";"16,5";"16,6";"15,5";"864,5";"865,3";"864,5";"2,1";"114,0";"5,7";"102,50";"1,8"
"19/01/2022";"2200";"19,0";"19,0";"18,0";"89,0";"91,0";"87,0";"17,1";"17,1";"16,1";"864,6";"864,6";"864,0";"1,7";"94,0";"4,9";"119,40";"0,0"
"19/01/2022";"2300";"19,0";"19,4";"17,9";"86,0";"92,0";"84,0";"16,6";"17,1";"16,4";"865,2";"865,2";"864,6";"1,6";"88,0";"2,6";"5,10";"0,0"
"20/01/2022";"0000";"19,3";"19,3";"18,1";"87,0";"90,0";"86,0";"17,1";"17,1";"16,2";"865,6";"865,7";"865,2";"1,5";"104,0";"2,6";"";"0,0"
