"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"21/03/2021";"0000";"22,3";"72,0";"888,7";"1,0";"140,0";"1,3";"9,10";"26,3";"";""
"21/03/2021";"1200";"19,4";"85,0";"890,3";"3,1";"50,0";"10,0";"";"";"18,3";"0,0"
"21/03/2021";"1800";"25,6";"55,0";"888,3";"3,1";"50,0";"6,3";"";"";"";""
"22/03/2021";"0000";"20,7";"74,0";"888,6";"3,1";"140,0";"5,0";"6,20";"26,1";"";""
"22/03/2021";"1200";"19,9";"80,0";"889,1";"8,2";"50,0";"8,8";"";"";"18,2";"0,0"
"22/03/2021";"1800";"25,3";"45,0";"887,0";"5,1";"50,0";"3,8";"";"";"";""
"23/03/2021";"0000";"21,1";"60,0";"887,4";"0,0";"0,0";"7,5";"8,80";"28,2";"";""
"23/03/2021";"1200";"22,7";"61,0";"889,4";"2,1";"50,0";"7,5";"";"";"16,1";"0,0"
"23/03/2021";"1800";"27,1";"35,0";"886,5";"3,1";"140,0";"7,5";"";"";"";""
"24/03/2021";"0000";"22,2";"66,0";"887,3";"2,1";"140,0";"2,5";"9,70";"28,6";"";""
"24/03/2021";"1200";"23,7";"56,0";"890,3";"5,1";"50,0";"2,5";"";"";"16,7";"0,0"
"24/03/2021";"1800";"27,5";"37,0";"887,4";"1,0";"50,0";"7,5";"";"";"";""
"25/03/2021";"0000";"22,3";"49,0";"886,9";"3,1";"140,0";"2,5";"8,90";"28,1";"";""
"25/03/2021";"1200";"23,1";"53,0";"889,3";"4,1";"140,0";"7,5";"";"";"16,5";"0,0"
"25/03/2021";"1800";"27,0";"31,0";"887,1";"5,1";"50,0";"8,8";"";"";"";""
"26/03/2021";"0000";"21,8";"48,0";"888,6";"0,0";"0,0";"2,5";"7,10";"27,1";"";""
"26/03/2021";"1200";"22,3";"52,0";"889,4";"1,0";"50,0";"7,5";"";"";"14,8";"0,0"
"26/03/2021";"1800";"26,2";"44,0";"885,9";"2,1";"50,0";"7,5";"";"";"";""
"27/03/2021";"0000";"19,0";"79,0";"887,8";"0,0";"0,0";"1,3";"9,50";"29,3";"";""
"27/03/2021";"1200";"23,5";"56,0";"889,1";"3,1";"140,0";"2,5";"";"";"15,7";"0,0"
"27/03/2021";"1800";"28,5";"38,0";"886,2";"3,1";"50,0";"7,5";"";"";"";""
"28/03/2021";"0000";"21,1";"74,0";"887,1";"0,0";"0,0";"7,5";"9,90";"29,5";"";""
"28/03/2021";"1200";"24,0";"42,0";"887,3";"5,1";"50,0";"2,5";"";"";"15,2";"0,0"
"28/03/2021";"1800";"28,7";"30,0";"885,1";"0,0";"0,0";"2,5";"";"";"";""
"29/03/2021";"0000";"21,1";"59,0";"886,5";"0,0";"0,0";"1,3";"10,40";"30,4";"";""
"29/03/2021";"1200";"25,1";"48,0";"887,4";"1,0";"50,0";"1,3";"";"";"15,5";"0,0"
"29/03/2021";"1800";"29,7";"30,0";"885,3";"3,1";"50,0";"3,8";"";"";"";""
"30/03/2021";"0000";"21,7";"65,0";"886,1";"0,0";"0,0";"0,0";"9,10";"30,1";"";""
"30/03/2021";"1200";"25,7";"47,0";"887,3";"3,1";"50,0";"1,3";"";"";"17,5";"0,0"
"30/03/2021";"1800";"29,2";"37,0";"884,6";"3,1";"230,0";"7,5";"";"";"";""
"31/03/2021";"0000";"22,2";"72,0";"884,2";"0,0";"0,0";"2,5";"10,00";"30,1";"";""
"31/03/2021";"1200";"25,0";"62,0";"885,1";"0,0";"0,0";"1,3";"";"";"19,3";"0,0"
"31/03/2021";"1800";"29,0";"42,0";"888,9";"5,1";"320,0";"7,5";"";"";"";""
"01/04/2021";"0000";"20,5";"87,0";"884,1";"0,0";"0,0";"8,8";"6,00";"28,4";"";""
"01/04/2021";"1200";"23,9";"70,0";"884,7";"1,0";"140,0";"1,3";"";"";"17,7";"7,5"
"01/04/2021";"1800";"23,2";"69,0";"883,1";"3,1";"320,0";"8,8";"";"";"";""
"02/04/2021";"0000";"21,8";"77,0";"884,3";"0,0";"0,0";"7,5";"1,70";"26,8";"";""
"02/04/2021";"1200";"22,4";"74,0";"887,5";"1,0";"230,0";"8,8";"";"";"19,3";"0,0"
"02/04/2021";"1800";"24,8";"63,0";"885,4";"1,0";"50,0";"8,8";"";"";"";""
"03/04/2021";"0000";"21,8";"78,0";"887,0";"3,1";"360,0";"10,0";"6,50";"27,7";"";""
"03/04/2021";"1200";"21,7";"68,0";"888,7";"3,1";"140,0";"7,5";"";"";"22,3";"0,0"
"03/04/2021";"1800";"25,8";"59,0";"886,2";"3,1";"360,0";"8,8";"";"";"";""
"04/04/2021";"0000";"20,1";"92,0";"888,5";"0,0";"0,0";"10,0";"4,80";"27,3";"";""
"04/04/2021";"1200";"22,3";"77,0";"888,6";"1,0";"140,0";"7,5";"";"";"17,6";"29,9"
"04/04/2021";"1800";"23,9";"72,0";"885,1";"1,0";"320,0";"8,8";"";"";"";""
"05/04/2021";"0000";"20,5";"91,0";"886,1";"0,0";"0,0";"7,5";"7,80";"27,1";"";""
"05/04/2021";"1200";"21,4";"84,0";"888,3";"4,1";"90,0";"8,8";"";"";"19,2";"2,5"
"05/04/2021";"1800";"26,4";"60,0";"885,0";"3,1";"50,0";"6,3";"";"";"";""
"06/04/2021";"0000";"20,6";"89,0";"886,9";"5,1";"50,0";"10,0";"2,90";"24,9";"";""
"06/04/2021";"1200";"19,0";"91,0";"889,0";"0,0";"0,0";"10,0";"";"";"18,9";"12,7"
"06/04/2021";"1800";"24,0";"70,0";"887,3";"0,0";"0,0";"8,8";"";"";"";""
"07/04/2021";"0000";"21,0";"84,0";"887,4";"0,0";"0,0";"8,8";"1,80";"24,4";"";""
"07/04/2021";"1200";"19,7";"89,0";"887,9";"4,1";"50,0";"10,0";"";"";"18,6";"0,7"
"07/04/2021";"1800";"23,6";"70,0";"885,8";"3,1";"50,0";"7,5";"";"";"";""
"08/04/2021";"0000";"20,1";"92,0";"888,1";"3,1";"140,0";"10,0";"1,20";"23,5";"";""
"08/04/2021";"1200";"18,3";"87,0";"890,6";"5,1";"140,0";"10,0";"";"";"17,5";"1,8"
"08/04/2021";"1800";"23,0";"64,0";"888,2";"5,1";"140,0";"8,8";"";"";"";""
"09/04/2021";"0000";"19,8";"81,0";"889,0";"5,1";"140,0";"7,5";"6,60";"23,7";"";""
"09/04/2021";"1200";"18,0";"79,0";"891,1";"4,1";"140,0";"8,8";"";"";"16,2";"0,0"
"09/04/2021";"1800";"22,4";"63,0";"888,2";"4,1";"140,0";"7,5";"";"";"";""
"10/04/2021";"0000";"18,3";"77,0";"889,4";"0,0";"0,0";"1,3";"10,00";"25,7";"";""
"10/04/2021";"1200";"18,7";"75,0";"889,8";"3,1";"140,0";"1,3";"";"";"15,5";"0,0"
"10/04/2021";"1800";"24,9";"48,0";"886,5";"4,1";"50,0";"5,0";"";"";"";""
"11/04/2021";"0000";"20,2";"67,0";"887,3";"0,0";"0,0";"1,3";"8,10";"27,4";"";""
"11/04/2021";"1200";"20,5";"65,0";"889,5";"3,1";"140,0";"2,5";"";"";"14,8";"0,0"
"11/04/2021";"1800";"26,6";"47,0";"886,9";"3,1";"140,0";"7,5";"";"";"";""
"12/04/2021";"0000";"22,3";"64,0";"887,7";"3,1";"140,0";"3,8";"7,20";"28,5";"";""
"12/04/2021";"1200";"22,4";"76,0";"889,1";"3,1";"140,0";"2,5";"";"";"22,4";"0,0"
"12/04/2021";"1800";"26,4";"64,0";"886,1";"0,0";"0,0";"8,8";"";"";"";""
"13/04/2021";"0000";"21,5";"83,0";"887,9";"0,0";"0,0";"8,8";"8,00";"27,9";"";""
"13/04/2021";"1200";"22,8";"61,0";"889,5";"2,1";"140,0";"7,5";"";"";"17,3";"0,0"
"13/04/2021";"1800";"27,3";"46,0";"886,7";"2,1";"140,0";"6,3";"";"";"";""
"14/04/2021";"0000";"20,5";"87,0";"887,5";"0,0";"0,0";"0,0";"8,50";"27,3";"";""
"14/04/2021";"1200";"21,3";"59,0";"889,0";"3,1";"50,0";"5,0";"";"";"15,1";"0,0"
"14/04/2021";"1800";"26,6";"44,0";"886,6";"3,1";"140,0";"7,5";"";"";"";""
"15/04/2021";"0000";"22,1";"60,0";"887,8";"3,1";"140,0";"5,0";"8,00";"26,8";"";""
"15/04/2021";"1200";"21,0";"65,0";"888,9";"0,0";"0,0";"1,3";"";"";"16,6";"0,0"
"15/04/2021";"1800";"25,7";"46,0";"885,9";"2,1";"140,0";"7,5";"";"";"";""
"16/04/2021";"0000";"21,2";"65,0";"887,4";"0,0";"0,0";"1,3";"9,60";"26,8";"";""
"16/04/2021";"1200";"21,4";"64,0";"888,1";"3,1";"50,0";"1,3";"";"";"17,6";"0,0"
"16/04/2021";"1800";"26,0";"48,0";"885,4";"2,1";"140,0";"6,3";"";"";"";""
"17/04/2021";"0000";"20,0";"70,0";"886,2";"0,0";"0,0";"1,3";"6,10";"26,5";"";""
"17/04/2021";"1200";"21,3";"57,0";"888,9";"3,1";"50,0";"2,5";"";"";"15,1";"0,0"
"17/04/2021";"1800";"24,3";"54,0";"885,0";"0,0";"0,0";"8,8";"";"";"";""
"18/04/2021";"0000";"19,0";"86,0";"886,2";"0,0";"0,0";"6,3";"4,20";"25,3";"";""
"18/04/2021";"1200";"22,3";"64,0";"887,1";"0,0";"0,0";"2,5";"";"";"17,0";"1,5"
"18/04/2021";"1800";"21,7";"78,0";"884,2";"0,0";"0,0";"8,8";"";"";"";""
"19/04/2021";"0000";"17,5";"94,0";"886,2";"0,0";"0,0";"7,5";"2,20";"24,9";"";""
"19/04/2021";"1200";"19,3";"88,0";"887,7";"1,0";"320,0";"8,8";"";"";"17,3";"13,6"
"19/04/2021";"1800";"21,2";"79,0";"885,1";"1,0";"140,0";"8,8";"";"";"";""
"20/04/2021";"0000";"18,6";"91,0";"886,3";"1,0";"320,0";"7,5";"6,50";"25,6";"";""
"20/04/2021";"1200";"20,3";"73,0";"888,5";"1,0";"140,0";"7,5";"";"";"16,0";"10,2"
"20/04/2021";"1800";"24,2";"63,0";"885,0";"1,0";"320,0";"6,3";"";"";"";""
"21/04/2021";"0000";"18,5";"77,0";"886,7";"0,0";"0,0";"2,5";"9,30";"26,9";"";""
"21/04/2021";"1200";"19,9";"67,0";"887,0";"0,0";"0,0";"2,5";"";"";"15,6";"0,0"
"21/04/2021";"1800";"25,8";"43,0";"884,9";"0,0";"0,0";"3,8";"";"";"";""
"22/04/2021";"0000";"17,9";"75,0";"887,0";"0,0";"0,0";"1,3";"10,20";"27,7";"";""
"22/04/2021";"1200";"21,4";"54,0";"888,3";"1,0";"180,0";"1,3";"";"";"13,2";"0,0"
"22/04/2021";"1800";"27,1";"33,0";"884,6";"3,1";"230,0";"2,5";"";"";"";""
"23/04/2021";"0000";"20,3";"66,0";"886,7";"1,0";"180,0";"5,0";"9,50";"27,0";"";""
"23/04/2021";"1200";"21,1";"56,0";"889,0";"1,0";"230,0";"7,5";"";"";"14,8";"0,0"
"23/04/2021";"1800";"25,9";"42,0";"885,8";"3,1";"50,0";"6,3";"";"";"";""
"24/04/2021";"0000";"18,4";"80,0";"887,0";"0,0";"0,0";"0,0";"10,00";"28,8";"";""
"24/04/2021";"1200";"22,1";"61,0";"887,8";"1,0";"140,0";"1,3";"";"";"14,1";"0,0"
"24/04/2021";"1800";"28,1";"44,0";"886,7";"3,1";"320,0";"2,5";"";"";"";""
"25/04/2021";"0000";"20,0";"80,0";"886,5";"0,0";"0,0";"1,3";"8,50";"27,9";"";""
"25/04/2021";"1200";"23,4";"62,0";"887,7";"1,0";"180,0";"2,5";"";"";"16,3";"0,0"
"25/04/2021";"1800";"27,4";"45,0";"883,9";"1,0";"180,0";"7,5";"";"";"";""
"26/04/2021";"0000";"20,8";"87,0";"885,2";"0,0";"0,0";"6,3";"5,30";"27,8";"";""
"26/04/2021";"1200";"22,3";"83,0";"886,6";"0,0";"0,0";"3,8";"";"";"17,2";"7,0"
"26/04/2021";"1800";"26,9";"50,0";"884,3";"3,1";"50,0";"7,5";"";"";"";""
"27/04/2021";"0000";"19,4";"90,0";"886,2";"0,0";"0,0";"7,5";"7,20";"26,3";"";""
"27/04/2021";"1200";"23,9";"66,0";"886,9";"0,0";"0,0";"1,3";"";"";"16,6";"4,6"
"27/04/2021";"1800";"24,9";"61,0";"884,6";"0,0";"0,0";"6,3";"";"";"";""
"28/04/2021";"0000";"19,9";"89,0";"886,5";"0,0";"0,0";"7,5";"7,50";"27,4";"";""
"28/04/2021";"1200";"21,9";"78,0";"887,3";"0,0";"0,0";"1,3";"";"";"17,1";"0,0"
"28/04/2021";"1800";"25,3";"60,0";"885,7";"3,1";"140,0";"7,5";"";"";"";""
"29/04/2021";"0000";"20,7";"86,0";"887,5";"3,1";"140,0";"8,8";"2,40";"24,3";"";""
"29/04/2021";"1200";"19,9";"82,0";"889,4";"3,1";"140,0";"6,3";"";"";"18,4";"15,4"
"29/04/2021";"1800";"23,6";"71,0";"887,8";"3,1";"140,0";"8,8";"";"";"";""
"30/04/2021";"0000";"20,0";"93,0";"889,3";"3,1";"140,0";"7,5";"2,40";"24,6";"";""
"30/04/2021";"1200";"19,8";"87,0";"889,9";"3,1";"140,0";"8,8";"";"";"17,8";"0,0"
"30/04/2021";"1800";"27,7";"53,0";"887,7";"0,0";"0,0";"8,8";"";"";"";""
"01/05/2021";"0000";"19,2";"90,0";"889,5";"0,0";"0,0";"7,5";"0,60";"21,6";"";""
"01/05/2021";"1200";"17,8";"83,0";"891,1";"3,1";"140,0";"8,8";"";"";"16,4";"0,0"
"01/05/2021";"1800";"21,2";"70,0";"889,1";"1,0";"140,0";"10,0";"";"";"";""
"02/05/2021";"0000";"17,9";"87,0";"889,4";"5,1";"140,0";"8,8";"8,10";"23,7";"";""
"02/05/2021";"1200";"18,0";"79,0";"891,3";"3,1";"140,0";"3,8";"";"";"15,5";"0,0"
"02/05/2021";"1800";"22,9";"59,0";"888,6";"3,1";"140,0";"7,5";"";"";"";""
"03/05/2021";"0000";"18,5";"72,0";"889,8";"3,1";"140,0";"0,0";"9,80";"24,9";"";""
"03/05/2021";"1200";"18,1";"68,0";"890,1";"5,1";"140,0";"0,0";"";"";"14,2";"0,0"
"03/05/2021";"1800";"24,5";"46,0";"886,7";"1,0";"140,0";"1,3";"";"";"";""
"04/05/2021";"0000";"17,1";"74,0";"888,5";"0,0";"0,0";"0,0";"9,90";"24,9";"";""
"04/05/2021";"1200";"19,9";"58,0";"889,5";"3,1";"140,0";"0,0";"";"";"15,1";"0,0"
"04/05/2021";"1800";"24,1";"41,0";"887,9";"1,0";"90,0";"1,3";"";"";"";""
"05/05/2021";"0000";"17,9";"76,0";"889,4";"0,0";"0,0";"2,5";"9,70";"25,5";"";""
"05/05/2021";"1200";"19,4";"71,0";"890,6";"3,1";"140,0";"2,5";"";"";"13,3";"0,0"
"05/05/2021";"1800";"25,1";"47,0";"887,9";"3,1";"140,0";"3,8";"";"";"";""
"06/05/2021";"0000";"19,1";"73,0";"888,3";"0,0";"0,0";"0,0";"8,60";"27,0";"";""
"06/05/2021";"1200";"21,6";"63,0";"889,8";"0,0";"0,0";"1,3";"";"";"14,0";"0,0"
"06/05/2021";"1800";"26,2";"46,0";"886,9";"0,0";"0,0";"7,5";"";"";"";""
"07/05/2021";"0000";"20,7";"69,0";"888,6";"0,0";"0,0";"7,5";"6,00";"26,8";"";""
"07/05/2021";"1200";"22,6";"67,0";"890,1";"1,0";"140,0";"2,5";"";"";"15,0";"0,0"
"07/05/2021";"1800";"25,7";"51,0";"887,1";"1,0";"50,0";"7,5";"";"";"";""
"08/05/2021";"0000";"21,5";"73,0";"889,3";"0,0";"0,0";"8,8";"9,00";"26,6";"";""
"08/05/2021";"1200";"22,0";"59,0";"889,1";"3,1";"140,0";"2,5";"";"";"17,4";"0,0"
"08/05/2021";"1800";"25,9";"49,0";"889,7";"3,1";"150,0";"5,0";"";"";"";""
"09/05/2021";"0000";"20,1";"79,0";"890,2";"1,0";"180,0";"10,0";"9,50";"24,7";"";""
"09/05/2021";"1200";"18,7";"79,0";"892,3";"5,1";"50,0";"2,5";"";"";"16,2";"3,7"
"09/05/2021";"1800";"23,9";"51,0";"890,3";"0,0";"0,0";"1,3";"";"";"";""
"10/05/2021";"0000";"19,1";"72,0";"891,0";"0,0";"0,0";"1,3";"8,90";"24,1";"";""
"10/05/2021";"1200";"18,2";"69,0";"891,9";"3,1";"140,0";"0,0";"";"";"15,6";"0,0"
"10/05/2021";"1800";"22,3";"65,0";"888,5";"3,1";"140,0";"6,3";"";"";"";""
"11/05/2021";"0000";"18,4";"69,0";"889,7";"1,0";"140,0";"7,5";"9,50";"24,4";"";""
"11/05/2021";"1200";"17,8";"67,0";"890,6";"3,1";"140,0";"0,0";"";"";"13,4";"0,0"
"11/05/2021";"1800";"23,3";"47,0";"887,4";"1,0";"140,0";"2,5";"";"";"";""
"12/05/2021";"0000";"19,4";"64,0";"888,5";"3,1";"140,0";"0,0";"9,10";"26,4";"";""
"12/05/2021";"1200";"19,7";"58,0";"890,3";"0,0";"0,0";"1,3";"";"";"12,4";"0,0"
"12/05/2021";"1800";"24,7";"46,0";"886,9";"0,0";"0,0";"7,5";"";"";"";""
"13/05/2021";"0000";"18,3";"75,0";"888,7";"0,0";"0,0";"6,3";"5,80";"26,1";"";""
"13/05/2021";"1200";"21,4";"62,0";"889,5";"1,0";"50,0";"1,3";"";"";"15,9";"0,0"
"13/05/2021";"1800";"24,4";"50,0";"887,4";"1,0";"180,0";"7,5";"";"";"";""
"14/05/2021";"0000";"20,3";"62,0";"888,7";"1,0";"140,0";"1,3";"8,30";"25,9";"";""
"14/05/2021";"1200";"20,0";"53,0";"889,8";"5,1";"140,0";"0,0";"";"";"12,9";"0,0"
"14/05/2021";"1800";"24,7";"41,0";"887,7";"1,0";"230,0";"5,0";"";"";"";""
"15/05/2021";"0000";"19,7";"60,0";"888,6";"3,1";"140,0";"1,3";"8,90";"25,4";"";""
"15/05/2021";"1200";"19,4";"61,0";"889,8";"3,1";"140,0";"3,8";"";"";"12,8";"0,0"
"15/05/2021";"1800";"24,4";"38,0";"888,1";"1,0";"140,0";"5,0";"";"";"";""
"16/05/2021";"0000";"19,8";"62,0";"889,0";"1,0";"140,0";"0,0";"8,10";"25,3";"";""
"16/05/2021";"1200";"20,0";"64,0";"890,3";"3,1";"50,0";"3,8";"";"";"14,3";"0,0"
"16/05/2021";"1800";"24,6";"41,0";"887,9";"0,0";"0,0";"2,5";"";"";"";""
"17/05/2021";"0000";"20,1";"59,0";"889,5";"0,0";"0,0";"3,8";"8,40";"25,7";"";""
"17/05/2021";"1200";"21,0";"60,0";"890,2";"1,0";"140,0";"5,0";"";"";"13,0";"0,0"
"17/05/2021";"1800";"24,7";"41,0";"888,2";"3,1";"140,0";"7,5";"";"";"";""
"18/05/2021";"0000";"17,9";"80,0";"889,1";"0,0";"0,0";"5,0";"7,20";"25,1";"";""
"18/05/2021";"1200";"19,5";"71,0";"890,2";"0,0";"0,0";"7,5";"";"";"14,1";"0,0"
"18/05/2021";"1800";"24,5";"44,0";"887,1";"0,0";"0,0";"7,5";"";"";"";""
"19/05/2021";"0000";"17,3";"71,0";"888,7";"0,0";"0,0";"3,8";"8,20";"25,7";"";""
"19/05/2021";"1200";"21,0";"61,0";"889,5";"1,0";"140,0";"2,5";"";"";"12,5";"0,0"
"19/05/2021";"1800";"24,4";"44,0";"886,7";"0,0";"0,0";"6,3";"";"";"";""
"20/05/2021";"0000";"17,7";"74,0";"888,1";"1,0";"140,0";"3,8";"9,20";"27,5";"";""
"20/05/2021";"1200";"21,4";"59,0";"889,8";"3,1";"140,0";"0,0";"";"";"13,2";"0,0"
"20/05/2021";"1800";"26,7";"34,0";"886,5";"3,1";"180,0";"2,5";"";"";"";""
"21/05/2021";"0000";"18,2";"73,0";"887,8";"0,0";"0,0";"0,0";"8,90";"27,6";"";""
"21/05/2021";"1200";"22,6";"61,0";"888,9";"1,0";"350,0";"0,0";"";"";"14,4";"0,0"
"21/05/2021";"1800";"27,2";"39,0";"885,8";"0,0";"0,0";"3,8";"";"";"";""
"22/05/2021";"0000";"18,4";"76,0";"887,8";"0,0";"0,0";"0,0";"8,10";"28,7";"";""
"22/05/2021";"1200";"23,1";"60,0";"888,9";"1,0";"360,0";"1,3";"";"";"14,7";"0,0"
"22/05/2021";"1800";"27,0";"39,0";"885,7";"3,1";"360,0";"7,5";"";"";"";""
"23/05/2021";"0000";"20,1";"70,0";"887,5";"0,0";"0,0";"0,0";"5,40";"28,7";"";""
"23/05/2021";"1200";"20,1";"79,0";"889,1";"1,0";"320,0";"8,8";"";"";"15,7";"0,0"
"23/05/2021";"1800";"27,4";"45,0";"886,3";"3,1";"360,0";"7,5";"";"";"";""
"24/05/2021";"0000";"21,3";"78,0";"888,7";"0,0";"0,0";"5,0";"6,30";"27,3";"";""
"24/05/2021";"1200";"20,1";"79,0";"890,3";"0,0";"0,0";"2,5";"";"";"17,0";"0,0"
"24/05/2021";"1800";"26,5";"52,0";"886,9";"0,0";"0,0";"3,8";"";"";"";""
"25/05/2021";"0000";"20,3";"79,0";"889,3";"0,0";"0,0";"1,3";"8,70";"28,5";"";""
"25/05/2021";"1200";"21,5";"74,0";"891,3";"1,0";"140,0";"1,3";"";"";"15,6";"0,0"
"25/05/2021";"1800";"28,0";"42,0";"887,9";"2,1";"140,0";"5,0";"";"";"";""
"26/05/2021";"0000";"20,1";"75,0";"890,1";"0,0";"0,0";"0,0";"9,00";"28,6";"";""
"26/05/2021";"1200";"21,8";"63,0";"890,4";"3,1";"140,0";"2,5";"";"";"16,2";"0,0"
"26/05/2021";"1800";"27,8";"41,0";"888,3";"3,1";"140,0";"2,5";"";"";"";""
"27/05/2021";"0000";"20,4";"75,0";"889,5";"0,0";"0,0";"0,0";"";"28,5";"";""
"27/05/2021";"1200";"24,1";"58,0";"890,3";"3,1";"140,0";"1,3";"";"";"16,3";"0,0"
"27/05/2021";"1800";"27,3";"46,0";"886,5";"0,0";"0,0";"3,8";"";"";"";""
"28/05/2021";"0000";"22,5";"62,0";"887,3";"0,0";"0,0";"0,0";"8,30";"27,8";"";""
"28/05/2021";"1200";"22,9";"60,0";"888,7";"2,1";"50,0";"7,5";"";"";"16,0";"0,0"
"28/05/2021";"1800";"27,2";"42,0";"885,4";"4,1";"50,0";"7,5";"";"";"";""
"29/05/2021";"0000";"21,1";"68,0";"887,3";"1,0";"50,0";"0,0";"5,90";"27,8";"";""
"29/05/2021";"1200";"20,3";"74,0";"889,7";"0,0";"0,0";"8,8";"";"";"16,4";"0,0"
"29/05/2021";"1800";"26,8";"41,0";"887,4";"3,1";"50,0";"7,5";"";"";"";""
"30/05/2021";"0000";"20,5";"70,0";"889,0";"0,0";"0,0";"2,5";"8,00";"27,7";"";""
"30/05/2021";"1200";"21,9";"63,0";"890,2";"0,0";"0,0";"3,8";"";"";"15,2";"0,0"
"30/05/2021";"1800";"26,5";"44,0";"887,5";"4,1";"140,0";"8,8";"";"";"";""
"31/05/2021";"0000";"21,7";"63,0";"887,3";"0,0";"0,0";"0,0";"9,00";"27,7";"";""
"31/05/2021";"1200";"22,4";"59,0";"889,9";"3,1";"140,0";"7,5";"";"";"14,5";"0,0"
"31/05/2021";"1800";"26,4";"31,0";"887,5";"1,0";"50,0";"5,0";"";"";"";""
"01/06/2021";"0000";"18,5";"74,0";"888,6";"0,0";"0,0";"0,0";"9,00";"27,3";"";""
"01/06/2021";"1200";"22,4";"50,0";"889,0";"1,0";"50,0";"1,3";"";"";"14,0";"0,0"
"01/06/2021";"1800";"26,3";"37,0";"886,2";"3,1";"140,0";"2,5";"";"";"";""
"02/06/2021";"0000";"20,0";"64,0";"887,4";"0,0";"0,0";"0,0";"8,50";"27,3";"";""
"02/06/2021";"1200";"20,8";"60,0";"889,3";"2,1";"140,0";"6,3";"";"";"14,0";"0,0"
"02/06/2021";"1800";"26,1";"39,0";"887,1";"2,1";"140,0";"5,0";"";"";"";""
"03/06/2021";"0000";"21,5";"54,0";"889,5";"1,0";"140,0";"1,3";"8,20";"27,0";"";""
"03/06/2021";"1200";"20,5";"60,0";"891,7";"2,1";"140,0";"7,5";"";"";"14,8";"0,0"
"03/06/2021";"1800";"26,2";"36,0";"888,6";"3,1";"140,0";"2,5";"";"";"";""
"04/06/2021";"0000";"20,5";"56,0";"890,1";"3,1";"140,0";"0,0";"8,60";"26,5";"";""
"04/06/2021";"1200";"19,7";"62,0";"891,8";"6,2";"140,0";"0,0";"";"";"14,5";"0,0"
"04/06/2021";"1800";"25,3";"24,0";"889,4";"5,1";"50,0";"0,0";"";"";"";""
"05/06/2021";"0000";"19,9";"53,0";"890,3";"3,1";"140,0";"0,0";"8,50";"25,9";"";""
"05/06/2021";"1200";"18,6";"65,0";"890,7";"5,1";"140,0";"5,0";"";"";"15,8";"0,0"
"05/06/2021";"1800";"24,6";"46,0";"888,9";"3,1";"140,0";"7,5";"";"";"";""
"06/06/2021";"0000";"20,4";"67,0";"890,6";"3,1";"140,0";"2,5";"6,00";"25,3";"";""
"06/06/2021";"1200";"19,1";"73,0";"890,6";"1,0";"140,0";"7,5";"";"";"16,6";"0,0"
"06/06/2021";"1800";"24,2";"46,0";"887,3";"2,1";"140,0";"8,8";"";"";"";""
"07/06/2021";"0000";"19,8";"70,0";"888,5";"0,0";"0,0";"0,0";"8,70";"26,3";"";""
"07/06/2021";"1200";"20,4";"68,0";"889,4";"3,1";"140,0";"2,5";"";"";"13,5";"0,0"
"07/06/2021";"1800";"25,5";"42,0";"886,7";"3,1";"50,0";"6,3";"";"";"";""
"08/06/2021";"0000";"18,4";"75,0";"888,3";"1,0";"140,0";"2,5";"8,70";"26,7";"";""
"08/06/2021";"1200";"21,0";"61,0";"889,5";"3,1";"140,0";"1,3";"";"";"13,6";"0,0"
"08/06/2021";"1800";"25,9";"46,0";"885,8";"2,1";"140,0";"6,3";"";"";"";""
"09/06/2021";"0000";"20,6";"62,0";"888,1";"0,0";"0,0";"1,3";"9,10";"27,7";"";""
"09/06/2021";"1200";"21,3";"60,0";"890,3";"3,1";"140,0";"2,5";"";"";"14,3";"0,0"
"09/06/2021";"1800";"26,7";"39,0";"886,5";"3,1";"140,0";"2,5";"";"";"";""
"10/06/2021";"0000";"21,4";"54,0";"888,2";"3,1";"140,0";"0,0";"9,20";"26,7";"";""
"10/06/2021";"1200";"20,4";"62,0";"889,7";"2,1";"140,0";"0,0";"";"";"17,1";"0,0"
"10/06/2021";"1800";"26,1";"41,0";"886,9";"2,1";"50,0";"3,8";"";"";"";""
"11/06/2021";"0000";"21,2";"54,0";"887,8";"0,0";"0,0";"0,0";"5,60";"26,3";"";""
"11/06/2021";"1200";"20,9";"63,0";"889,3";"1,0";"140,0";"7,5";"";"";"14,6";"0,0"
"11/06/2021";"1800";"25,7";"45,0";"886,6";"3,1";"320,0";"6,3";"";"";"";""
"12/06/2021";"0000";"19,0";"83,0";"888,9";"3,1";"230,0";"6,3";"8,40";"26,4";"";""
"12/06/2021";"1200";"19,4";"72,0";"888,2";"2,1";"140,0";"2,5";"";"";"16,3";"0,0"
"12/06/2021";"1800";"25,5";"46,0";"886,3";"1,0";"360,0";"5,0";"";"";"";""
"13/06/2021";"0000";"20,8";"73,0";"887,7";"1,0";"360,0";"7,5";"7,20";"26,7";"";""
"13/06/2021";"1200";"19,2";"71,0";"890,1";"3,1";"140,0";"2,5";"";"";"15,0";"0,0"
