"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"02/03/2021";"1800";"27,2";"44,0";"901,1";"3,1";"140,0";"5,0";"";"";"";""
"03/03/2021";"0000";"20,8";"69,0";"902,6";"3,1";"140,0";"5,0";"7,10";"27,2";"";""
"03/03/2021";"1200";"19,8";"77,0";"905,6";"5,1";"140,0";"7,5";"";"";"16,9";"0,0"
"03/03/2021";"1800";"26,8";"46,0";"902,3";"3,1";"140,0";"7,5";"";"";"";""
"04/03/2021";"0000";"21,4";"74,0";"904,0";"3,1";"140,0";"5,0";"8,00";"28,6";"";""
"04/03/2021";"1200";"19,2";"86,0";"906,3";"3,1";"140,0";"10,0";"";"";"17,9";"0,0"
"04/03/2021";"1800";"28,4";"45,0";"901,6";"3,1";"140,0";"5,0";"";"";"";""
"05/03/2021";"0000";"22,8";"67,0";"903,0";"2,1";"140,0";"3,8";"7,40";"30,4";"";""
"05/03/2021";"1200";"19,8";"83,0";"904,3";"3,1";"140,0";"10,0";"";"";"17,7";"0,0"
"05/03/2021";"1800";"";"";"";"";"";"";"";"";"";""
"06/03/2021";"0000";"22,8";"60,0";"901,1";"0,0";"0,0";"0,0";"10,40";"32,0";"";""
"06/03/2021";"1200";"23,2";"76,0";"903,4";"3,1";"140,0";"2,5";"";"";"18,7";"0,0"
"06/03/2021";"1800";"31,8";"30,0";"901,4";"2,1";"140,0";"2,5";"";"";"";""
"07/03/2021";"0000";"35,4";"31,0";"901,4";"0,0";"0,0";"0,0";"10,20";"32,2";"";""
"07/03/2021";"1200";"24,8";"58,0";"904,0";"3,1";"140,0";"2,5";"";"";"19,5";"0,0"
"07/03/2021";"1800";"31,8";"31,0";"901,0";"2,1";"140,0";"3,8";"";"";"";""
"08/03/2021";"0000";"25,2";"44,0";"902,0";"0,0";"0,0";"0,0";"10,50";"32,4";"";""
"08/03/2021";"1200";"25,2";"57,0";"903,7";"2,1";"140,0";"2,5";"";"";"18,8";"0,0"
"08/03/2021";"1800";"31,9";"29,0";"899,6";"3,1";"140,0";"5,0";"";"";"";""
"09/03/2021";"0000";"24,7";"55,0";"901,4";"2,1";"140,0";"0,0";"9,00";"31,2";"";""
"09/03/2021";"1200";"23,6";"73,0";"903,4";"3,1";"140,0";"6,3";"";"";"19,7";"0,0"
"09/03/2021";"1800";"30,6";"40,0";"898,9";"3,1";"140,0";"5,0";"";"";"";""
"10/03/2021";"0000";"26,5";"39,0";"900,9";"2,1";"140,0";"0,0";"7,70";"30,8";"";""
"10/03/2021";"1200";"20,4";"82,0";"903,7";"4,1";"140,0";"10,0";"";"";"18,5";"0,0"
